_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_v_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_u_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_t_02,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_t_angle,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_sp,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_ax_end,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_v_02,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_u_02,_2_fwd_2_VERTICAL_2_FRAME_seg02_PM_PV_zr_end,_2_fwd_2_VERTICAL_2_FRAME_seg01_PM_PV_zr_end,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_ar_mid,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_Start,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_End,_2_fwd_2_VERTICAL_1_STEM_PM_PV_zr_bulbNose,_2_fwd_2_VERTICAL_0_PM_PV_zr_FP,FORCES,RESISTANCE_ratio_AA,_fsopt_design_id,_fsopt_generation
0.5533333333,0.5435294118,0.4752941176,0.4529411765,0.3858823529,0.06588235294,0.6352941176,0.3890196078,0.4509803922,0.8747058824,0.5921568627,0.4,0.5148235294,0.1054901961,0.8623529412,0.9078431373,0.3317815,100.017,03_OPT/00/SobolVicinity_000/DES_00087,1
0.5366666667,0.4658823529,0.5568627451,0.4117647059,0.3921568627,0.06843137255,6.235294118,0.5239215686,0.5325490196,0.8564705882,0.5970588235,0.3803921569,0.5345882353,0.1121568627,0.8764705882,0.8843137255,0.7263447,99.97526,03_OPT/00/SobolVicinity_000/DES_00088,1
0.6666666667,0.5552941176,0.497254902,0.5188235294,0.337254902,0.04854901961,-0.02352941176,0.4047058824,0.4729411765,0.8776470588,0.6343137255,0.231372549,0.4809411765,0.1047058824,0.8992156863,0.9225490196,0.1583377,99.8731,03_OPT/00/SobolVicinity_000/DES_00089,1
0.73,0.4188235294,0.4674509804,0.4666666667,0.3090196078,0.07811764706,-3.317647059,0.5835294118,0.502745098,0.8882352941,0.5784313725,0.3058823529,0.5077647059,0.1007843137,0.8654901961,0.9039215686,1.825139,99.86361,03_OPT/00/SobolVicinity_000/DES_00090,1
0.6033333333,0.5105882353,0.5270588235,0.5709803922,0.3654901961,0.05823529412,3.105882353,0.4643137255,0.4431372549,0.8670588235,0.6156862745,0.4549019608,0.4541176471,0.1082352941,0.8874509804,0.8656862745,-0.5942761,100.2779,03_OPT/00/SobolVicinity_000/DES_00091,1
0.57,0.4423529412,0.4815686275,0.4392156863,0.2964705882,0.05364705882,4.588235294,0.4329411765,0.5482352941,0.8829411765,0.568627451,0.2666666667,0.5487058824,0.1101960784,0.8929411765,0.8754901961,0.07602897,100.2747,03_OPT/00/SobolVicinity_000/DES_00092,1
0.6966666667,0.5317647059,0.542745098,0.5435294118,0.351372549,0.07301960784,-1.670588235,0.5552941176,0.4870588235,0.8617647059,0.6068627451,0.4196078431,0.4936470588,0.102745098,0.8709803922,0.912745098,1.692298,99.67887,03_OPT/00/SobolVicinity_000/DES_00093,1
0.6333333333,0.4870588235,0.5129411765,0.491372549,0.3780392157,0.04396078431,-4.8,0.4956862745,0.5184313725,0.8511764706,0.587254902,0.4941176471,0.5204705882,0.1062745098,0.8819607843,0.8941176471,-0.5049468,100.1556,03_OPT/00/SobolVicinity_000/DES_00094,1
0.5066666667,0.5764705882,0.4517647059,0.5956862745,0.3231372549,0.06333333333,1.458823529,0.6149019608,0.457254902,0.8723529412,0.6254901961,0.3411764706,0.4668235294,0.1141176471,0.8592156863,0.8568627451,-0.2651128,100.3344,03_OPT/00/SobolVicinity_000/DES_00095,1
0.5033333333,0.4329411765,0.5521568627,0.4694117647,0.3450980392,0.05925490196,-4.635294118,0.4078431373,0.52,0.8635294118,0.6078431373,0.4117647059,0.5289411765,0.1070588235,0.882745098,0.8578431373,-0.1135726,100.3762,03_OPT/00/SobolVicinity_000/DES_00096,1
0.63,0.5247058824,0.4909803922,0.5737254902,0.2901960784,0.07862745098,1.623529412,0.5270588235,0.4603921569,0.8847058824,0.5705882353,0.262745098,0.4752941176,0.1145098039,0.86,0.8950980392,1.271343,99.91805,03_OPT/00/SobolVicinity_000/DES_00097,1
0.6933333333,0.48,0.4611764706,0.417254902,0.3184313725,0.04956862745,4.752941176,0.4674509804,0.5498039216,0.8741176471,0.6264705882,0.337254902,0.5021176471,0.1109803922,0.8937254902,0.9137254902,0.7540875,99.78821,03_OPT/00/SobolVicinity_000/DES_00098,1
0.5666666667,0.5694117647,0.5207843137,0.5215686275,0.3733333333,0.06894117647,-1.505882353,0.5866666667,0.4901960784,0.8529411765,0.5892156863,0.4901960784,0.4484705882,0.1035294118,0.8717647059,0.8764705882,0.08841657,100.051,03_OPT/00/SobolVicinity_000/DES_00099,1
0.5966666667,0.4564705882,0.4768627451,0.4941176471,0.3325490196,0.06384313725,-6.282352941,0.5584313725,0.5043137255,0.8794117647,0.6352941176,0.2274509804,0.5430588235,0.1015686275,0.8662745098,0.8666666667,0.2103033,100.3105,03_OPT/00/SobolVicinity_000/DES_00100,1
0.5066666667,0.5741176471,0.4501960784,0.5929411765,0.3231372549,0.05058823529,1.458823529,0.6117647059,0.4556862745,0.8647058824,0.5941176471,0.3294117647,0.4654117647,0.1137254902,0.8592156863,0.8568627451,-0.8612968,100.5857,03_OPT/00/NSGA1_000/DES_00101,1
0.65,0.52,0.4596078431,0.4254901961,0.3984313725,0.04447058824,-0.8470588235,0.5992156863,0.4949019608,0.88,0.5833333333,0.2666666667,0.5275294118,0.111372549,0.8905882353,0.8862745098,-0.6678178,100.2974,03_OPT/00/NSGA1_000/DES_00102,1
0.5366666667,0.4658823529,0.4752941176,0.5352941176,0.351372549,0.04803921569,-5.129411765,0.6054901961,0.4619607843,0.8523529412,0.6137254902,0.4431372549,0.4978823529,0.1098039216,0.8647058824,0.887254902,-0.6873929,100.2976,03_OPT/00/NSGA1_000/DES_00103,1
0.68,0.5364705882,0.5145098039,0.5298039216,0.3592156863,0.0388627451,-3.482352941,0.417254902,0.4494117647,0.8617647059,0.6343137255,0.337254902,0.4583529412,0.1047058824,0.8576470588,0.8784313725,-1.032057,100.5987,03_OPT/00/NSGA1_000/DES_00104,1
0.5233333333,0.5152941176,0.5490196078,0.6121568627,0.3639215686,0.06741176471,8.705882353,0.4298039216,0.4603921569,0.8576470588,0.6411764706,0.3254901961,0.4498823529,0.1192156863,0.8725490196,0.8539215686,-0.1758406,100.2585,03_OPT/00/NSGA1_000/DES_00105,1
0.6333333333,0.48,0.4815686275,0.4145098039,0.3843137255,0.05466666667,-6.282352941,0.5803921569,0.5466666667,0.8541176471,0.5735294118,0.3843137255,0.5091764706,0.1066666667,0.8921568627,0.8843137255,-0.1495694,100.1362,03_OPT/00/NSGA1_000/DES_00106,1
0.56,0.4541176471,0.5003921569,0.5545098039,0.3890196078,0.07149019608,-1.505882353,0.4235294118,0.4368627451,0.8723529412,0.5617647059,0.3490196078,0.5148235294,0.1035294118,0.8529411765,0.8862745098,-0.02975322,100.239,03_OPT/00/NSGA1_000/DES_00107,1
0.68,0.4423529412,0.5552941176,0.4831372549,0.3356862745,0.04498039216,11.67058824,0.3576470588,0.4415686275,0.8858823529,0.6156862745,0.1568627451,0.4668235294,0.1047058824,0.8929411765,0.9284313725,-0.26867,100.0322,03_OPT/00/NSGA1_000/DES_00108,1
0.8333333333,0.5152941176,0.4392156863,0.3815686275,0.3090196078,0.02866666667,-8.258823529,0.4705882353,0.4478431373,0.89,0.6196078431,0.2117647059,0.4682352941,0.1039215686,0.8890196078,0.9254901961,-0.8601366,100.3619,03_OPT/00/NSGA1_000/DES_00109,1
0.5933333333,0.5529411765,0.4596078431,0.2937254902,0.3701960784,0.08117647059,-4.964705882,0.4737254902,0.4101960784,0.8752941176,0.5647058824,0.2784313725,0.5035294118,0.1082352941,0.8607843137,0.8921568627,0.2186347,100.2254,03_OPT/00/NSGA1_000/DES_00110,1
0.6166666667,0.4964705882,0.5788235294,0.5709803922,0.2321568627,0.07964705882,-1.670588235,0.3325490196,0.4258823529,0.8788235294,0.587254902,0.4549019608,0.4823529412,0.102745098,0.8396078431,0.9058823529,1.46524,99.89131,03_OPT/00/NSGA1_000/DES_00111,1
0.57,0.4776470588,0.4407843137,0.5352941176,0.271372549,0.06231372549,4.752941176,0.4423529412,0.4164705882,0.85,0.5617647059,0.1607843137,0.4470588235,0.1066666667,0.8654901961,0.9196078431,-0.2770301,100.1745,03_OPT/00/NSGA1_000/DES_00112,1
0.49,0.4752941176,0.5003921569,0.4337254902,0.3749019608,0.04854901961,-8.258823529,0.5960784314,0.5090196078,0.85,0.5735294118,0.462745098,0.5487058824,0.1235294118,0.8458823529,0.8568627451,-0.8055447,100.5756,03_OPT/00/NSGA1_000/DES_00113,1
0.6933333333,0.5670588235,0.497254902,0.5407843137,0.3356862745,0.02305882353,-1.670588235,0.4141176471,0.4729411765,0.8588235294,0.6176470588,0.2235294118,0.4823529412,0.1015686275,0.8984313725,0.9205882353,-1.079457,100.3422,03_OPT/00/NSGA1_000/DES_00114,1
0.5666666667,0.4823529412,0.462745098,0.4611764706,0.3435294118,0.08474509804,-2.823529412,0.382745098,0.4964705882,0.8658823529,0.6,0.4,0.4809411765,0.1031372549,0.868627451,0.9098039216,2.231969,99.86738,03_OPT/00/NSGA1_000/DES_00115,1
0.72,0.4823529412,0.5505882353,0.5078431373,0.3592156863,0.04396078431,-2.823529412,0.448627451,0.5356862745,0.8770588235,0.5264705882,0.5254901961,0.4964705882,0.1047058824,0.8921568627,0.8803921569,-0.6012,100.2642,03_OPT/00/NSGA1_000/DES_00116,1
0.5433333333,0.5764705882,0.4768627451,0.3458823529,0.3811764706,0.072,2.611764706,0.417254902,0.4415686275,0.8752941176,0.5558823529,0.1176470588,0.4611764706,0.1011764706,0.8819607843,0.8598039216,-0.5344002,100.6731,03_OPT/00/NSGA1_000/DES_00117,1
0.74,0.5058823529,0.5396078431,0.4776470588,0.3325490196,0.03325490196,-2.329411765,0.4078431373,0.4682352941,0.8676470588,0.6166666667,0.1843137255,0.5176470588,0.111372549,0.8952941176,0.9166666667,-0.708001,100.2058,03_OPT/00/NSGA1_000/DES_00118,1
0.6066666667,0.5411764706,0.462745098,0.4941176471,0.3184313725,0.05823529412,-1.505882353,0.3545098039,0.4964705882,0.8682352941,0.5931372549,0.2784313725,0.5472941176,0.1117647059,0.8733333333,0.8647058824,-0.231475,100.3941,03_OPT/00/NSGA1_000/DES_00119,1
0.8066666667,0.44,0.511372549,0.4941176471,0.3105882353,0.08066666667,2.611764706,0.5552941176,0.4650980392,0.85,0.5754901961,0.2941176471,0.4668235294,0.108627451,0.8960784314,0.9225490196,2.219651,99.59471,03_OPT/00/NSGA1_000/DES_00120,1
0.73,0.4023529412,0.4721568627,0.6258823529,0.3592156863,0.03376470588,-1.505882353,0.3858823529,0.5309803922,0.8688235294,0.6088235294,0.3137254902,0.5247058824,0.1105882353,0.8325490196,0.8715686275,-0.6941571,100.6205,03_OPT/00/NSGA1_000/DES_00121,1
0.56,0.4776470588,0.5066666667,0.3952941176,0.2807843137,0.04701960784,-7.105882353,0.48,0.5717647059,0.8594117647,0.6009803922,0.5568627451,0.4908235294,0.108627451,0.8623529412,0.8421568627,-0.5363961,100.5597,03_OPT/00/NSGA1_000/DES_00122,1
0.5066666667,0.5458823529,0.5160784314,0.5243137255,0.3450980392,0.04905882353,-10.72941176,0.4360784314,0.4917647059,0.8935294118,0.6401960784,0.4196078431,0.4964705882,0.1133333333,0.8694117647,0.8137254902,-0.7439253,100.8791,03_OPT/00/NSGA1_000/DES_00123,1
0.7266666667,0.5294117647,0.48,0.3403921569,0.3466666667,0.04192156863,-1.176470588,0.4988235294,0.3882352941,0.88,0.5754901961,0.2196078431,0.5458823529,0.1074509804,0.8866666667,0.8970588235,-1.124913,100.5999,03_OPT/00/NSGA1_000/DES_00124,1
0.6966666667,0.4917647059,0.5945098039,0.3980392157,0.3607843137,0.06945098039,3.270588235,0.4580392157,0.4745098039,0.8817647059,0.5931372549,0.6196078431,0.5035294118,0.1117647059,0.8741176471,0.9068627451,1.403506,99.70645,03_OPT/00/NSGA1_000/DES_00125,1
0.6033333333,0.48,0.5317647059,0.5380392157,0.288627451,0.07403921569,-10.07058824,0.5396078431,0.3945098039,0.8805882353,0.5901960784,0.07450980392,0.5331764706,0.1231372549,0.8992156863,0.8392156863,-0.3023566,100.5364,03_OPT/00/NSGA1_000/DES_00126,1
0.39,0.5835294118,0.5662745098,0.5654901961,0.351372549,0.05874509804,-7.764705882,0.542745098,0.5247058824,0.8729411765,0.5696078431,0.431372549,0.4498823529,0.1211764706,0.8607843137,0.8960784314,0.3633761,99.98969,03_OPT/00/NSGA1_000/DES_00127,1
0.7166666667,0.4941176471,0.4705882353,0.3568627451,0.2760784314,0.05058823529,8.541176471,0.5050980392,0.5121568627,0.8576470588,0.5911764706,0.2784313725,0.4865882353,0.108627451,0.891372549,0.8441176471,-0.8037138,100.6283,03_OPT/00/NSGA1_000/DES_00128,1
0.79,0.4635294118,0.5631372549,0.3733333333,0.3247058824,0.06078431373,-2.988235294,0.6180392157,0.4588235294,0.85,0.5950980392,0.4078431373,0.4710588235,0.1247058824,0.8592156863,0.8843137255,-0.2073726,100.079,03_OPT/00/NSGA1_000/DES_00129,1
0.85,0.2870588235,0.6243137255,0.4666666667,0.3325490196,0.03937254902,-5.623529412,0.4737254902,0.5278431373,0.8664705882,0.6490196078,0.1333333333,0.5501176471,0.111372549,0.8403921569,0.8960784314,-0.309901,100.3102,03_OPT/00/NSGA1_000/DES_00130,1
0.6233333333,0.3905882353,0.5568627451,0.3458823529,0.3717647059,0.06741176471,-6.447058824,0.5803921569,0.4447058824,0.87,0.6176470588,0.5019607843,0.5218823529,0.122745098,0.8349019608,0.8598039216,-0.2649572,100.3266,03_OPT/00/NSGA1_000/DES_00131,1
0.4266666667,0.5717647059,0.528627451,0.4090196078,0.3701960784,0.06639215686,6.070588235,0.5709803922,0.471372549,0.87,0.5823529412,0.337254902,0.4710588235,0.1149019608,0.8560784314,0.887254902,-0.04268277,100.1544,03_OPT/00/NSGA1_000/DES_00132,1
0.56,0.5294117647,0.5145098039,0.417254902,0.351372549,0.04345098039,-2.494117647,0.3764705882,0.4039215686,0.8705882353,0.618627451,0.2784313725,0.4851764706,0.111372549,0.8521568627,0.8784313725,-1.074989,100.7731,03_OPT/00/NSGA1_000/DES_00133,1
0.5933333333,0.4847058824,0.5176470588,0.5764705882,0.3560784314,0.05211764706,-0.6823529412,0.4329411765,0.4196078431,0.8558823529,0.5901960784,0.3294117647,0.4611764706,0.1047058824,0.8850980392,0.8568627451,-1.057877,100.6603,03_OPT/00/NSGA1_000/DES_00134,1
0.7466666667,0.5482352941,0.4564705882,0.5023529412,0.2792156863,0.06333333333,-0.02352941176,0.4141176471,0.5231372549,0.8894117647,0.5823529412,0.4,0.5811764706,0.1156862745,0.8843137255,0.9303921569,2.91954,99.64895,03_OPT/00/NSGA1_000/DES_00135,1
0.54,0.4705882353,0.48,0.4337254902,0.3058823529,0.06384313725,-1.011764706,0.4580392157,0.3725490196,0.8670588235,0.5705882353,0.3215686275,0.4936470588,0.128627451,0.8984313725,0.9,-0.3698593,100.1303,03_OPT/00/NSGA1_000/DES_00136,1
0.6333333333,0.4517647059,0.4705882353,0.3541176471,0.3450980392,0.05058823529,7.223529412,0.511372549,0.5294117647,0.8723529412,0.5647058824,0.2039215686,0.488,0.1149019608,0.8482352941,0.8647058824,-0.6249601,100.6335,03_OPT/00/NSGA1_000/DES_00137,1
0.7166666667,0.5388235294,0.5035294118,0.4611764706,0.3623529412,0.05721568627,1.788235294,0.4580392157,0.4854901961,0.8758823529,0.6196078431,0.4862745098,0.4484705882,0.1019607843,0.882745098,0.9039215686,0.2138876,99.89244,03_OPT/00/NSGA1_000/DES_00138,1
0.7166666667,0.5082352941,0.5474509804,0.5435294118,0.288627451,0.05976470588,-3.482352941,0.5741176471,0.4745098039,0.8688235294,0.6490196078,0.6235294118,0.4555294118,0.1266666667,0.882745098,0.8490196078,-0.07042039,100.0882,03_OPT/00/NSGA1_000/DES_00139,1
0.71,0.4870588235,0.4831372549,0.4666666667,0.3482352941,0.06282352941,-3.482352941,0.5835294118,0.4337254902,0.8752941176,0.5774509804,0.6117647059,0.4555294118,0.1066666667,0.8647058824,0.9117647059,0.2167002,99.85647,03_OPT/00/NSGA1_000/DES_00140,1
0.7133333333,0.4211764706,0.4580392157,0.488627451,0.3105882353,0.06180392157,5.576470588,0.608627451,0.5325490196,0.8705882353,0.587254902,0.4862745098,0.4611764706,0.1050980392,0.8929411765,0.8558823529,-0.02600287,100.1795,03_OPT/00/NSGA1_000/DES_00141,1
0.4933333333,0.4941176471,0.4941176471,0.4831372549,0.3937254902,0.02560784314,5.247058824,0.5521568627,0.471372549,0.8817647059,0.6294117647,0.1137254902,0.4823529412,0.1137254902,0.8890196078,0.9225490196,-0.8534629,100.3355,03_OPT/00/NSGA1_000/DES_00142,1
0.6933333333,0.4635294118,0.5396078431,0.4941176471,0.3184313725,0.05874509804,0.1411764706,0.4015686275,0.4603921569,0.8647058824,0.6078431373,0.1490196078,0.4611764706,0.1101960784,0.8921568627,0.8754901961,-0.4356686,100.315,03_OPT/00/NSGA1_000/DES_00143,1
0.6,0.5011764706,0.5160784314,0.4858823529,0.351372549,0.04345098039,-3.152941176,0.577254902,0.4792156863,0.8841176471,0.5460784314,0.2235294118,0.5670588235,0.1129411765,0.8521568627,0.8470588235,-0.9700608,100.9027,03_OPT/00/NSGA1_000/DES_00144,1
0.62,0.5694117647,0.5443137255,0.4831372549,0.3905882353,0.05007843137,-0.02352941176,0.4360784314,0.3976470588,0.8876470588,0.5421568627,0.2862745098,0.5487058824,0.12,0.8866666667,0.9009803922,-0.7560506,100.2908,03_OPT/00/NSGA1_000/DES_00145,1
0.67,0.3741176471,0.4376470588,0.4721568627,0.2305882353,0.06945098039,1.294117647,0.5333333333,0.4996078431,0.8641176471,0.5362745098,0.2941176471,0.4865882353,0.1109803922,0.8764705882,0.9421568627,2.06733,99.6951,03_OPT/00/NSGA1_000/DES_00146,1
0.56,0.3223529412,0.4831372549,0.422745098,0.3890196078,0.07811764706,-0.5176470588,0.4705882353,0.3615686275,0.8747058824,0.5196078431,0.2156862745,0.4583529412,0.1007843137,0.8788235294,0.8843137255,-0.6137928,100.5287,03_OPT/00/NSGA1_000/DES_00147,1
0.7066666667,0.5694117647,0.56,0.422745098,0.3419607843,0.04396078431,5.082352941,0.5490196078,0.5043137255,0.8858823529,0.6039215686,0.4705882353,0.4795294118,0.1117647059,0.8749019608,0.9245098039,0.3649015,99.79238,03_OPT/00/NSGA1_000/DES_00148,1
0.6966666667,0.3905882353,0.4894117647,0.5462745098,0.3952941176,0.0342745098,-7.270588235,0.5866666667,0.5388235294,0.8705882353,0.5862745098,0.3803921569,0.4414117647,0.1149019608,0.8741176471,0.8774509804,-0.9188425,100.4106,03_OPT/00/NSGA1_000/DES_00149,1
0.5133333333,0.5152941176,0.4815686275,0.5764705882,0.2666666667,0.0531372549,10.02352941,0.4266666667,0.5952941176,0.8623529412,0.6294117647,0.09019607843,0.5176470588,0.12,0.8725490196,0.8794117647,0.5859709,100.1408,03_OPT/00/NSGA1_000/DES_00150,1
0.64,0.4682352941,0.4737254902,0.422745098,0.3419607843,0.03937254902,-0.3529411765,0.5145098039,0.4901960784,0.8788235294,0.5705882353,0.3647058824,0.5557647059,0.1152941176,0.868627451,0.8754901961,-0.8834037,100.5503,03_OPT/00/NSGA1_000/DES_00151,1
0.7833333333,0.4611764706,0.4721568627,0.5462745098,0.3733333333,0.04803921569,-2.658823529,0.4988235294,0.5105882353,0.8764705882,0.6450980392,0.2666666667,0.5345882353,0.1105882353,0.8945098039,0.8539215686,-0.4880236,100.3593,03_OPT/00/NSGA1_000/DES_00152,1
0.6333333333,0.5129411765,0.4564705882,0.4062745098,0.2823529412,0.03580392157,1.294117647,0.4392156863,0.4352941176,0.8776470588,0.6029411765,0.3725490196,0.5204705882,0.1109803922,0.8819607843,0.9205882353,-0.7384608,100.244,03_OPT/00/NSGA1_000/DES_00153,1
0.6933333333,0.4823529412,0.4737254902,0.5188235294,0.2996078431,0.04650980392,-0.3529411765,0.4768627451,0.5262745098,0.8805882353,0.6068627451,0.3529411765,0.4484705882,0.1047058824,0.8866666667,0.9147058824,0.2416097,99.89871,03_OPT/00/NSGA1_000/DES_00154,1
0.68,0.5129411765,0.4549019608,0.5298039216,0.337254902,0.04345098039,-3.317647059,0.5866666667,0.4556862745,0.8811764706,0.562745098,0.337254902,0.4781176471,0.1015686275,0.8850980392,0.8862745098,-0.9577437,100.433,03_OPT/00/NSGA1_000/DES_00155,1
0.5066666667,0.5741176471,0.4501960784,0.5929411765,0.3231372549,0.05058823529,-1.505882353,0.4862745098,0.4556862745,0.8647058824,0.587254902,0.3294117647,0.4654117647,0.1082352941,0.8592156863,0.8568627451,-0.8712384,100.6627,03_OPT/00/NSGA1_000/DES_00156,1
0.5866666667,0.3882352941,0.5380392157,0.4392156863,0.3074509804,0.03580392157,-4.635294118,0.608627451,0.5294117647,0.8952941176,0.6176470588,0.4156862745,0.4908235294,0.1109803922,0.8607843137,0.9156862745,-0.009289614,100.0576,03_OPT/00/NSGA1_000/DES_00157,1
0.8266666667,0.5082352941,0.4894117647,0.4529411765,0.2760784314,0.04701960784,-14.02352941,0.4643137255,0.4478431373,0.8835294118,0.5980392157,0.2509803922,0.4752941176,0.1141176471,0.877254902,0.9362745098,0.1426517,99.96037,03_OPT/00/NSGA1_000/DES_00158,1
0.49,0.5811764706,0.497254902,0.4035294118,0.3639215686,0.04498039216,2.117647059,0.4078431373,0.3803921569,0.8817647059,0.6264705882,0.3490196078,0.5007058824,0.1156862745,0.8741176471,0.8990196078,-0.9448677,100.4602,03_OPT/00/NSGA1_000/DES_00159,1
0.5966666667,0.5082352941,0.4878431373,0.5188235294,0.3278431373,0.05619607843,3.435294118,0.417254902,0.4792156863,0.8647058824,0.6196078431,0.4470588235,0.6221176471,0.1117647059,0.8882352941,0.8754901961,0.07565615,100.1226,03_OPT/00/NSGA1_000/DES_00160,1
0.7266666667,0.5129411765,0.4815686275,0.3266666667,0.3623529412,0.0648627451,3.105882353,0.5239215686,0.3066666667,0.8629411765,0.5843137255,0.05882352941,0.5232941176,0.1047058824,0.842745098,0.9166666667,-0.8465353,100.4557,03_OPT/00/NSGA1_000/DES_00161,1
0.5933333333,0.4282352941,0.4690196078,0.4803921569,0.2650980392,0.02,-1.670588235,0.4047058824,0.52,0.8564705882,0.6147058824,0.3019607843,0.4696470588,0.1247058824,0.8952941176,0.8666666667,-1.229852,100.8124,03_OPT/00/NSGA1_000/DES_00162,1
0.72,0.4070588235,0.4878431373,0.4639215686,0.3764705882,0.02968627451,-0.6823529412,0.6996078431,0.5074509804,0.9,0.6039215686,0.4862745098,0.5218823529,0.1003921569,0.8866666667,0.8862745098,-0.7674743,100.3688,03_OPT/00/NSGA1_000/DES_00163,1
0.7066666667,0.3647058824,0.5490196078,0.6670588235,0.2933333333,0.05262745098,-1.835294118,0.5584313725,0.4682352941,0.85,0.6117647059,0.431372549,0.5063529412,0.1121568627,0.8952941176,0.887254902,-0.219346,99.98396,03_OPT/00/NSGA1_000/DES_00164,1
0.7033333333,0.4847058824,0.5584313725,0.4584313725,0.3858823529,0.08066666667,4.588235294,0.3482352941,0.4023529412,0.8970588235,0.5882352941,0.1450980392,0.4498823529,0.111372549,0.8749019608,0.8470588235,-0.1252116,100.5205,03_OPT/00/NSGA1_000/DES_00165,1
0.8566666667,0.4494117647,0.4439215686,0.5380392157,0.3215686275,0.07607843137,11.17647059,0.5709803922,0.5090196078,0.8588235294,0.5843137255,0.2156862745,0.5190588235,0.102745098,0.8741176471,0.9205882353,2.196168,99.63577,03_OPT/00/NSGA1_000/DES_00166,1
0.63,0.5505882353,0.4015686275,0.3541176471,0.3090196078,0.03631372549,7.058823529,0.3482352941,0.4352941176,0.8594117647,0.6254901961,0.5098039216,0.512,0.1274509804,0.8788235294,0.8901960784,-1.047926,100.4984,03_OPT/00/NSGA1_000/DES_00167,1
0.8166666667,0.4823529412,0.5505882353,0.5682352941,0.2949019608,0.0317254902,-1.670588235,0.5145098039,0.4949019608,0.89,0.6147058824,0.4509803922,0.4668235294,0.1054901961,0.8349019608,0.9333333333,-0.01421448,100.0019,03_OPT/00/NSGA1_000/DES_00168,1
0.7066666667,0.4305882353,0.4831372549,0.5435294118,0.3717647059,0.08423529412,-5.129411765,0.4643137255,0.3992156863,0.8670588235,0.5980392157,0.2117647059,0.4823529412,0.1066666667,0.8960784314,0.8450980392,-0.09758926,100.4045,03_OPT/00/NSGA1_000/DES_00169,1
0.5133333333,0.5811764706,0.4941176471,0.6176470588,0.3074509804,0.05874509804,-12.21176471,0.5301960784,0.4619607843,0.8982352941,0.6215686275,0.4352941176,0.4823529412,0.1168627451,0.8529411765,0.8029411765,-0.6784601,100.88,03_OPT/00/NSGA1_000/DES_00170,1
0.5033333333,0.4423529412,0.4721568627,0.4145098039,0.337254902,0.04039215686,-2.164705882,0.6305882353,0.5388235294,0.8594117647,0.5715686275,0.4862745098,0.4823529412,0.1282352941,0.8592156863,0.8519607843,-0.933571,100.6464,03_OPT/00/NSGA1_000/DES_00171,1
0.6566666667,0.4823529412,0.4705882353,0.5243137255,0.3278431373,0.03784313725,-5.623529412,0.2698039216,0.4541176471,0.8576470588,0.5823529412,0.2156862745,0.4865882353,0.1203921569,0.8576470588,0.8754901961,-1.102749,100.7842,03_OPT/00/NSGA1_000/DES_00172,1
0.7966666667,0.3482352941,0.4658823529,0.4749019608,0.3749019608,0.06435294118,-11.22352941,0.6776470588,0.4745098039,0.8770588235,0.6058823529,0.537254902,0.6235294118,0.1043137255,0.8537254902,0.8764705882,0.3074573,100.1125,03_OPT/00/NSGA1_000/DES_00173,1
0.81,0.3764705882,0.6101960784,0.417254902,0.337254902,0.08423529412,11.01176471,0.2760784314,0.4196078431,0.8970588235,0.5705882353,0.337254902,0.512,0.1180392157,0.8819607843,0.9264705882,2.76026,99.68704,03_OPT/00/NSGA1_000/DES_00174,1
0.5766666667,0.4352941176,0.5129411765,0.4447058824,0.3262745098,0.04752941176,-8.258823529,0.511372549,0.4823529412,0.8541176471,0.6294117647,0.4431372549,0.464,0.1125490196,0.8701960784,0.8833333333,-0.6780823,100.3123,03_OPT/00/NSGA1_000/DES_00175,1
0.7433333333,0.5552941176,0.497254902,0.5298039216,0.3780392157,0.02203921569,0.9647058824,0.5678431373,0.4760784314,0.8835294118,0.5980392157,0.3450980392,0.5303529412,0.1070588235,0.8858823529,0.887254902,-1.131994,100.6191,03_OPT/00/NSGA1_000/DES_00176,1
0.7633333333,0.44,0.48,0.4776470588,0.368627451,0.05109803922,-1.011764706,0.5301960784,0.5011764706,0.8764705882,0.5519607843,0.4431372549,0.5261176471,0.1011764706,0.8937254902,0.8696078431,-0.6322215,100.3404,03_OPT/00/NSGA1_000/DES_00177,1
0.79,0.5411764706,0.5505882353,0.5270588235,0.368627451,0.09239215686,-5.623529412,0.6274509804,0.4133333333,0.8558823529,0.5911764706,0.3764705882,0.4837647059,0.1105882353,0.8545098039,0.8852941176,1.318853,99.8353,03_OPT/00/NSGA1_000/DES_00178,1
