_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_v_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_u_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_t_02,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_t_angle,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_sp,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_ax_end,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_v_02,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_u_02,_2_fwd_2_VERTICAL_2_FRAME_seg02_PM_PV_zr_end,_2_fwd_2_VERTICAL_2_FRAME_seg01_PM_PV_zr_end,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_ar_end,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_Start,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_End,_2_fwd_2_VERTICAL_1_STEM_PM_PV_zr_bulbNose,_2_fwd_2_VERTICAL_0_PM_PV_zr_FP,FORCES,RTRWPMIX,ct_ffw_HP01_value,_fsopt_design_id,_fsopt_generation
0.8496078431,0.47,0.4196078431,0.344,0.1537254902,0.1335294118,0.3058823529,0.5678431373,0.4564705882,0.9261176471,0.5454901961,0.7450980392,0.6588235294,0.1062745098,0.8901960784,0.8264705882,0.02720875,-0.1155365,7.15476,03_OPT/00/NSGA1_000/DES_00088,1
0.9592156863,0.468,0.4333333333,0.424,0.1929411765,0.1323529412,8.211764706,0.351372549,0.3882352941,0.9058823529,0.5549019608,0.7264705882,0.7082352941,0.1078431373,0.8892156863,0.84,-0.1875208,-0.02482545,7.25939,03_OPT/00/NSGA1_000/DES_00089,1
0.9592156863,0.494,0.4862745098,0.408,0.222745098,0.138627451,3.435294118,0.4423529412,0.5788235294,0.9444705882,0.5415686275,0.5849019608,0.6952941176,0.1054901961,0.9156862745,0.8364705882,0.9647806,1.013202,7.24678,03_OPT/00/NSGA1_000/DES_00090,1
0.8547058824,0.428,0.4,0.456,0.2101960784,0.1296078431,9.2,0.48,0.4023529412,0.9063529412,0.5721568627,0.7376470588,0.6835294118,0.1058823529,0.9382352941,0.8570588235,0.03987127,0.2304682,7.53013,03_OPT/00/NSGA1_000/DES_00091,1
0.7450980392,0.444,0.3941176471,0.442,0.1945098039,0.138627451,3.929411765,0.4611764706,0.5176470588,0.9124705882,0.5878431373,0.7711764706,0.7,0.1168627451,0.8970588235,0.8264705882,0.3647621,0.4753748,7.19707,03_OPT/00/NSGA1_000/DES_00092,1
0.8292156863,0.432,0.4235294118,0.474,0.2509803922,0.1425490196,-0.02352941176,0.5176470588,0.4376470588,0.9477647059,0.557254902,0.7301960784,0.6729411765,0.1066666667,0.8911764706,0.82,-0.06075949,-0.07116046,7.09894,03_OPT/00/NSGA1_000/DES_00093,1
0.7374509804,0.432,0.4803921569,0.482,0.1647058824,0.1252941176,3.435294118,0.5207843137,0.4352941176,0.9082352941,0.5580392157,0.7749019608,0.7482352941,0.1047058824,0.887254902,0.8347058824,-0.324942,0.02810428,7.22508,03_OPT/00/NSGA1_000/DES_00094,1
0.8878431373,0.422,0.3980392157,0.412,0.1145098039,0.1445098039,8.541176471,0.4705882353,0.5670588235,0.9195294118,0.5690196078,0.588627451,0.7047058824,0.1070588235,0.8774509804,0.8070588235,0.4065525,0.4184785,6.90895,03_OPT/00/NSGA1_000/DES_00095,1
0.7298039216,0.362,0.4254901961,0.508,0.2196078431,0.1260784314,9.035294118,0.5835294118,0.4964705882,0.9232941176,0.5596078431,0.741372549,0.6811764706,0.1082352941,0.8568627451,0.8305882353,-0.3530316,-0.1564671,7.12663,03_OPT/00/NSGA1_000/DES_00096,1
0.811372549,0.506,0.4274509804,0.47,0.1050980392,0.1409803922,1.952941176,0.3890196078,0.4964705882,0.9115294118,0.5345098039,0.7264705882,0.6788235294,0.1070588235,0.8421568627,0.8241176471,0.2387141,0.1300004,7.04244,03_OPT/00/NSGA1_000/DES_00097,1
0.9209803922,0.45,0.4862745098,0.434,0.1788235294,0.1456862745,-2.0,0.5678431373,0.4635294118,0.9138823529,0.5752941176,0.7115686275,0.7411764706,0.1,0.8450980392,0.8258823529,0.1006954,0.270074,7.0474,03_OPT/00/NSGA1_000/DES_00098,1
0.8266666667,0.432,0.3784313725,0.498,0.1756862745,0.1319607843,10.35294118,0.4517647059,0.5670588235,0.9162352941,0.5650980392,0.6482352941,0.7529411765,0.1145098039,0.9176470588,0.8211764706,0.3648313,0.6797832,7.1665,03_OPT/00/NSGA1_000/DES_00099,1
0.8674509804,0.406,0.4745098039,0.46,0.1333333333,0.1256862745,9.2,0.3482352941,0.3623529412,0.9369411765,0.5768627451,0.6854901961,0.7447058824,0.102745098,0.8411764706,0.8152941176,-0.6233753,-0.3137904,6.94548,03_OPT/00/NSGA1_000/DES_00100,1
0.8674509804,0.484,0.4274509804,0.472,0.08784313725,0.1390196078,-12.37647059,0.3796078431,0.4823529412,0.9312941176,0.5509803922,0.8903921569,0.7223529412,0.1105882353,0.9,0.8417647059,0.7984123,0.7431626,7.35933,03_OPT/00/NSGA1_000/DES_00101,1
0.7705882353,0.426,0.4941176471,0.372,0.1301960784,0.1358823529,7.388235294,0.4611764706,0.4047058824,0.9148235294,0.5611764706,0.741372549,0.6752941176,0.1062745098,0.8715686275,0.8247058824,-0.1158954,-0.157414,7.10151,03_OPT/00/NSGA1_000/DES_00102,1
0.8470588235,0.474,0.4333333333,0.492,0.2054901961,0.1378431373,4.588235294,0.4203921569,0.5058823529,0.92,0.5290196078,0.7264705882,0.6611764706,0.1047058824,0.9137254902,0.8205882353,0.2300619,0.1324479,7.15311,03_OPT/00/NSGA1_000/DES_00103,1
0.7756862745,0.494,0.4529411765,0.424,0.222745098,0.1370588235,9.2,0.5709803922,0.4023529412,0.9021176471,0.5470588235,0.5439215686,0.6658823529,0.1062745098,0.8970588235,0.8170588235,-0.3641557,-0.3542249,7.02148,03_OPT/00/NSGA1_000/DES_00104,1
0.8139215686,0.46,0.468627451,0.422,0.1694117647,0.1417647059,-3.152941176,0.5521568627,0.3764705882,0.92,0.54,0.6854901961,0.6294117647,0.1066666667,0.9166666667,0.8164705882,0.05199703,-0.2932812,7.11856,03_OPT/00/NSGA1_000/DES_00105,1
0.8852941176,0.404,0.468627451,0.496,0.2117647059,0.1480392157,3.270588235,0.5741176471,0.3294117647,0.8922352941,0.5501960784,0.5849019608,0.6705882353,0.1074509804,0.9049019608,0.7964705882,-0.15225,-0.3439314,6.89117,03_OPT/00/NSGA1_000/DES_00106,1
0.8623529412,0.472,0.4960784314,0.426,0.1521568627,0.1284313725,4.094117647,0.2917647059,0.4329411765,0.896,0.5643137255,0.6109803922,0.6847058824,0.1219607843,0.8676470588,0.8329411765,-0.1768127,-0.09619573,7.13276,03_OPT/00/NSGA1_000/DES_00107,1
0.8292156863,0.494,0.4823529412,0.486,0.1364705882,0.1354901961,3.435294118,0.5364705882,0.3388235294,0.896,0.5745098039,0.5998039216,0.6482352941,0.1066666667,0.8803921569,0.8335294118,-0.1245843,-0.2046208,7.13686,03_OPT/00/NSGA1_000/DES_00108,1
0.8801960784,0.446,0.3725490196,0.476,0.1537254902,0.1343137255,5.576470588,0.5709803922,0.4211764706,0.9002352941,0.5776470588,0.5811764706,0.6141176471,0.1007843137,0.8725490196,0.83,-0.1322172,-0.3693502,7.07475,03_OPT/00/NSGA1_000/DES_00109,1
0.8725490196,0.436,0.3980392157,0.45,0.1741176471,0.1398039216,0.8,0.5521568627,0.4705882353,0.9152941176,0.5501960784,0.5550980392,0.5823529412,0.1019607843,0.8754901961,0.8394117647,0.3198212,-0.1631749,7.15023,03_OPT/00/NSGA1_000/DES_00110,1
0.7501960784,0.5,0.4098039216,0.476,0.1145098039,0.1350980392,-1.835294118,0.5584313725,0.4,0.9044705882,0.557254902,0.5476470588,0.6894117647,0.1,0.8990196078,0.8147058824,-0.1792569,-0.2756967,6.99611,03_OPT/00/NSGA1_000/DES_00111,1
0.8801960784,0.446,0.4490196078,0.428,0.2431372549,0.1205882353,0.4705882353,0.577254902,0.4376470588,0.9011764706,0.5250980392,0.7115686275,0.6835294118,0.1066666667,0.8617647059,0.8282352941,-0.6067273,-0.3620209,7.10107,03_OPT/00/NSGA1_000/DES_00112,1
0.7807843137,0.49,0.468627451,0.496,0.1537254902,0.1354901961,-1.176470588,0.6588235294,0.4047058824,0.9002352941,0.5517647059,0.6445098039,0.6164705882,0.1098039216,0.8970588235,0.8170588235,-0.1150332,-0.4480429,7.06371,03_OPT/00/NSGA1_000/DES_00113,1
0.9439215686,0.502,0.3862745098,0.446,0.1568627451,0.1252941176,3.105882353,0.4643137255,0.2894117647,0.8884705882,0.5384313725,0.5923529412,0.7023529412,0.1078431373,0.8960784314,0.7976470588,-0.4581849,-0.3923996,6.88011,03_OPT/00/NSGA1_000/DES_00114,1
0.8190196078,0.434,0.4843137255,0.4,0.2352941176,0.1370588235,9.858823529,0.5270588235,0.4917647059,0.9110588235,0.5541176471,0.5439215686,0.6305882353,0.111372549,0.9009803922,0.8047058824,-0.1425031,-0.3083358,6.94221,03_OPT/00/NSGA1_000/DES_00115,1
0.8419607843,0.5,0.431372549,0.502,0.1756862745,0.1362745098,3.764705882,0.6023529412,0.4517647059,0.9016470588,0.5752941176,0.5550980392,0.6576470588,0.1094117647,0.8774509804,0.81,-0.1871243,-0.2394494,6.92407,03_OPT/00/NSGA1_000/DES_00116,1
0.7884313725,0.442,0.4764705882,0.452,0.1584313725,0.1398039216,5.247058824,0.4423529412,0.2705882353,0.8950588235,0.5470588235,0.6519607843,0.6517647059,0.1098039216,0.8823529412,0.8188235294,-0.2745935,-0.4154017,7.0455,03_OPT/00/NSGA1_000/DES_00117,1
0.74,0.396,0.437254902,0.426,0.1803921569,0.1362745098,3.270588235,0.4266666667,0.4070588235,0.9162352941,0.5588235294,0.6258823529,0.6294117647,0.1066666667,0.9029411765,0.8194117647,-0.1375773,-0.383409,7.08586,03_OPT/00/NSGA1_000/DES_00118,1
0.9184313725,0.474,0.468627451,0.42,0.2180392157,0.1162745098,9.858823529,0.6243137255,0.4211764706,0.9162352941,0.5752941176,0.5550980392,0.6635294118,0.1,0.8382352941,0.8147058824,-0.6856805,-0.5573379,6.88446,03_OPT/00/NSGA1_000/DES_00119,1
0.7603921569,0.476,0.4392156863,0.496,0.1176470588,0.1362745098,-2.823529412,0.48,0.3976470588,0.928,0.5525490196,0.57,0.6047058824,0.1003921569,0.8715686275,0.84,0.08901249,-0.3851764,7.15079,03_OPT/00/NSGA1_000/DES_00120,1
0.7935294118,0.508,0.4647058824,0.412,0.1364705882,0.1382352941,1.458823529,0.4454901961,0.4305882353,0.88,0.5431372549,0.551372549,0.6505882353,0.1031372549,0.8568627451,0.8276470588,-0.09423591,-0.2835706,7.01773,03_OPT/00/NSGA1_000/DES_00121,1
0.9770588235,0.46,0.4666666667,0.44,0.2007843137,0.1225490196,8.047058824,0.5552941176,0.4635294118,0.8922352941,0.5964705882,0.6743137255,0.6317647059,0.1058823529,0.8892156863,0.8211764706,-0.3842054,-0.501171,7.08218,03_OPT/00/NSGA1_000/DES_00122,1
0.7807843137,0.462,0.4941176471,0.492,0.1898039216,0.1315686275,4.588235294,0.5803921569,0.4023529412,0.8823529412,0.5603921569,0.6445098039,0.6152941176,0.1082352941,0.8843137255,0.86,0.08923803,-0.02512278,7.38369,03_OPT/00/NSGA1_000/DES_00123,1
0.8674509804,0.472,0.3843137255,0.472,0.1349019608,0.1217647059,1.952941176,0.4988235294,0.4211764706,0.9011764706,0.5752941176,0.6519607843,0.6482352941,0.1023529412,0.868627451,0.7929411765,-0.3802548,-0.5320353,6.79286,03_OPT/00/NSGA1_000/DES_00124,1
0.7731372549,0.448,0.462745098,0.506,0.1709803922,0.1307843137,7.717647059,0.382745098,0.3929411765,0.9021176471,0.5525490196,0.4545098039,0.7117647059,0.1074509804,0.8676470588,0.8223529412,-0.528575,-0.4230582,6.96225,03_OPT/00/NSGA1_000/DES_00125,1
0.8292156863,0.47,0.3921568627,0.49,0.1850980392,0.1331372549,4.094117647,0.5835294118,0.4870588235,0.9181176471,0.5517647059,0.7264705882,0.5905882353,0.1254901961,0.8745098039,0.8147058824,-0.01405905,-0.2268663,7.04828,03_OPT/00/NSGA1_000/DES_00126,1
0.882745098,0.434,0.3941176471,0.506,0.2039215686,0.1319607843,1.952941176,0.6274509804,0.4,0.9129411765,0.5643137255,0.741372549,0.6670588235,0.1105882353,0.8539215686,0.8447058824,-0.1777537,-0.1024058,7.24129,03_OPT/00/NSGA1_000/DES_00127,1
0.7858823529,0.478,0.4098039216,0.46,0.1239215686,0.1331372549,6.4,0.5270588235,0.4917647059,0.8818823529,0.5447058824,0.5998039216,0.6094117647,0.1078431373,0.9058823529,0.8335294118,0.2309941,-0.09652219,7.20356,03_OPT/00/NSGA1_000/DES_00128,1
0.8292156863,0.478,0.3882352941,0.448,0.1537254902,0.1319607843,2.117647059,0.6180392157,0.4588235294,0.896,0.5439215686,0.4880392157,0.6294117647,0.1152941176,0.8441176471,0.8358823529,-0.1556059,-0.2613614,7.06555,03_OPT/00/NSGA1_000/DES_00129,1
0.727254902,0.472,0.4274509804,0.45,0.2368627451,0.1260784314,5.576470588,0.5239215686,0.4235294118,0.8950588235,0.5392156863,0.4880392157,0.6376470588,0.1023529412,0.887254902,0.8258823529,-0.5047311,-0.5571814,7.04025,03_OPT/00/NSGA1_000/DES_00130,1
0.8037254902,0.454,0.4725490196,0.422,0.16,0.1139215686,5.247058824,0.5741176471,0.3388235294,0.8865882353,0.5423529412,0.4470588235,0.6341176471,0.1160784314,0.8921568627,0.8247058824,-0.5693879,-0.5338119,7.05723,03_OPT/00/NSGA1_000/DES_00131,1
0.8674509804,0.438,0.4549019608,0.414,0.1992156863,0.121372549,8.211764706,0.4705882353,0.4447058824,0.8898823529,0.5745098039,0.7711764706,0.6423529412,0.1007843137,0.868627451,0.8582352941,-0.2371996,-0.2025209,7.37854,03_OPT/00/NSGA1_000/DES_00132,1
0.8954901961,0.432,0.4823529412,0.372,0.128627451,0.127254902,8.870588235,0.542745098,0.4329411765,0.8974117647,0.602745098,0.5662745098,0.6341176471,0.1223529412,0.8647058824,0.8111764706,-0.3438856,-0.3812805,6.93087,03_OPT/00/NSGA1_000/DES_00133,1
0.7578431373,0.476,0.4764705882,0.508,0.1882352941,0.1370588235,6.235294118,0.6462745098,0.4517647059,0.9091764706,0.5415686275,0.6519607843,0.6176470588,0.1047058824,0.8823529412,0.8164705882,-0.1139904,-0.3112275,7.01779,03_OPT/00/NSGA1_000/DES_00134,1
0.8241176471,0.438,0.4156862745,0.32,0.1145098039,0.1221568627,1.129411765,0.4643137255,0.4141176471,0.9072941176,0.562745098,0.6445098039,0.6329411765,0.1125490196,0.9098039216,0.8376470588,-0.1891572,-0.3223888,7.27279,03_OPT/00/NSGA1_000/DES_00135,1
0.8062745098,0.458,0.4568627451,0.484,0.1176470588,0.127254902,1.458823529,0.6274509804,0.4517647059,0.9204705882,0.5690196078,0.6221568627,0.6447058824,0.1050980392,0.8911764706,0.81,-0.1860849,-0.2754676,6.97442,03_OPT/00/NSGA1_000/DES_00136,1
0.87,0.466,0.4647058824,0.432,0.128627451,0.1166666667,6.070588235,0.6337254902,0.4070588235,0.8988235294,0.548627451,0.6705882353,0.6847058824,0.111372549,0.9009803922,0.8147058824,-0.5437871,-0.3839265,7.06649,03_OPT/00/NSGA1_000/DES_00137,1
0.8623529412,0.508,0.4431372549,0.404,0.2274509804,0.1268627451,4.258823529,0.5270588235,0.3717647059,0.8969411765,0.5447058824,0.5737254902,0.6447058824,0.102745098,0.8431372549,0.8088235294,-0.5179991,-0.5893349,6.84789,03_OPT/00/NSGA1_000/DES_00138,1
0.9311764706,0.488,0.4450980392,0.456,0.1396078431,0.1441176471,7.717647059,0.6211764706,0.4752941176,0.9049411765,0.5831372549,0.6184313725,0.6282352941,0.1062745098,0.9284313725,0.81,0.4637117,0.1475059,7.08101,03_OPT/00/NSGA1_000/DES_00139,1
0.8292156863,0.448,0.4411764706,0.392,0.09568627451,0.1158823529,9.529411765,0.5239215686,0.4447058824,0.9181176471,0.5478431373,0.7376470588,0.6929411765,0.1039215686,0.8598039216,0.8223529412,-0.5454829,-0.3636034,7.05681,03_OPT/00/NSGA1_000/DES_00140,1
0.8929411765,0.438,0.4549019608,0.486,0.1992156863,0.138627451,2.611764706,0.4141176471,0.3905882353,0.9011764706,0.5784313725,0.6966666667,0.6247058824,0.1164705882,0.8480392157,0.82,-0.1852074,-0.3353382,7.01558,03_OPT/00/NSGA1_000/DES_00141,1
0.8878431373,0.488,0.4549019608,0.374,0.1992156863,0.1284313725,3.435294118,0.7090196078,0.4447058824,0.9054117647,0.5376470588,0.6296078431,0.6282352941,0.1192156863,0.9,0.8311764706,-0.1523174,-0.2191181,7.20105,03_OPT/00/NSGA1_000/DES_00142,1
0.8266666667,0.46,0.4705882353,0.406,0.2149019608,0.1264705882,7.058823529,0.4737254902,0.4235294118,0.8927058824,0.5603921569,0.4582352941,0.7105882353,0.1007843137,0.8980392157,0.84,-0.4664303,-0.2315119,7.17133,03_OPT/00/NSGA1_000/DES_00143,1
0.8750980392,0.36,0.4254901961,0.434,0.1835294118,0.1249019608,9.035294118,0.6964705882,0.4117647059,0.9035294118,0.5580392157,0.4433333333,0.6270588235,0.1074509804,0.8784313725,0.8094117647,-0.4015181,-0.5293577,6.87523,03_OPT/00/NSGA1_000/DES_00144,1
0.8088235294,0.462,0.4235294118,0.478,0.1631372549,0.1488235294,5.905882353,0.6180392157,0.3223529412,0.9007058824,0.5196078431,0.57,0.6658823529,0.1082352941,0.8588235294,0.8123529412,-0.1968759,-0.3336419,6.90843,03_OPT/00/NSGA1_000/DES_00145,1
0.8980392157,0.414,0.4784313725,0.378,0.1521568627,0.1311764706,8.047058824,0.5678431373,0.4564705882,0.9138823529,0.5643137255,0.5849019608,0.6494117647,0.1054901961,0.9058823529,0.8117647059,-0.1231703,-0.2690682,7.01503,03_OPT/00/NSGA1_000/DES_00146,1
0.7807843137,0.492,0.4960784314,0.458,0.1898039216,0.1280392157,9.529411765,0.6588235294,0.4423529412,0.8955294118,0.5376470588,0.7488235294,0.6305882353,0.1168627451,0.8843137255,0.8582352941,0.07622067,0.09889961,7.42123,03_OPT/00/NSGA1_000/DES_00147,1
0.8343137255,0.438,0.4294117647,0.4,0.2070588235,0.1354901961,2.117647059,0.5929411765,0.3788235294,0.9054117647,0.5392156863,0.5476470588,0.6082352941,0.1231372549,0.9411764706,0.8352941176,0.04601678,-0.1837759,7.36777,03_OPT/00/NSGA1_000/DES_00148,1
0.8368627451,0.494,0.4235294118,0.488,0.1396078431,0.1456862745,0.6352941176,0.5176470588,0.3341176471,0.8945882353,0.5509803922,0.7003921569,0.6529411765,0.1039215686,0.8441176471,0.8423529412,0.06596493,-0.1201787,7.18216,03_OPT/00/NSGA1_000/DES_00149,1
0.9107843137,0.48,0.3862745098,0.488,0.191372549,0.1319607843,-0.8470588235,0.5898039216,0.4376470588,0.8922352941,0.557254902,0.551372549,0.6976470588,0.1003921569,0.8980392157,0.8423529412,-0.1074143,-0.03156039,7.22321,03_OPT/00/NSGA1_000/DES_00150,1
0.9541176471,0.482,0.4725490196,0.462,0.2321568627,0.1256862745,6.894117647,0.6525490196,0.4329411765,0.8818823529,0.5423529412,0.5923529412,0.6141176471,0.1043137255,0.8578431373,0.8035294118,-0.4668042,-0.6185515,6.83762,03_OPT/00/NSGA1_000/DES_00151,1
0.9209803922,0.456,0.4235294118,0.408,0.1992156863,0.1119607843,-2.494117647,0.5584313725,0.4376470588,0.9030588235,0.5517647059,0.7339215686,0.62,0.1035294118,0.8931372549,0.8211764706,-0.5266325,-0.5587983,7.10915,03_OPT/00/NSGA1_000/DES_00152,1
0.8598039216,0.47,0.4,0.498,0.1725490196,0.13,3.6,0.5741176471,0.4588235294,0.9152941176,0.5525490196,0.7003921569,0.6752941176,0.1098039216,0.8470588235,0.7941176471,-0.4223678,-0.3961749,6.79456,03_OPT/00/NSGA1_000/DES_00153,1
0.8394117647,0.494,0.4529411765,0.486,0.1364705882,0.1354901961,3.435294118,0.5521568627,0.3388235294,0.896,0.5745098039,0.5998039216,0.6482352941,0.1066666667,0.8803921569,0.8288235294,-0.1766756,-0.3167947,7.09809,03_OPT/00/NSGA1_000/DES_00154,1
0.9464705882,0.49,0.3803921569,0.484,0.1098039216,0.132745098,4.258823529,0.5835294118,0.4635294118,0.9223529412,0.5298039216,0.6445098039,0.7305882353,0.1125490196,0.8392156863,0.8111764706,-0.24992,-0.05676324,6.90155,03_OPT/00/NSGA1_000/DES_00155,1
0.9235294118,0.444,0.4784313725,0.494,0.1364705882,0.1252941176,3.6,0.5521568627,0.4752941176,0.9110588235,0.5705882353,0.6035294118,0.7364705882,0.1101960784,0.9019607843,0.8164705882,-0.2270488,0.03063868,7.05874,03_OPT/00/NSGA1_000/DES_00156,1
0.8980392157,0.422,0.4019607843,0.484,0.1176470588,0.1201960784,3.435294118,0.351372549,0.3952941176,0.9011764706,0.5815686275,0.7749019608,0.6541176471,0.1098039216,0.8823529412,0.7941176471,-0.4089816,-0.5138806,6.89027,03_OPT/00/NSGA1_000/DES_00157,1
0.8725490196,0.458,0.468627451,0.436,0.2258823529,0.1092156863,5.905882353,0.511372549,0.4070588235,0.9171764706,0.5894117647,0.5178431373,0.6823529412,0.1058823529,0.8441176471,0.7888235294,-0.6092376,-0.4985933,6.66444,03_OPT/00/NSGA1_000/DES_00158,1
0.9235294118,0.482,0.3803921569,0.464,0.16,0.1350980392,5.576470588,0.3984313725,0.3905882353,0.896,0.5815686275,0.4582352941,0.6952941176,0.1066666667,0.8931372549,0.7841176471,-0.2723131,-0.3770292,6.71106,03_OPT/00/NSGA1_000/DES_00159,1
0.8980392157,0.37,0.431372549,0.416,0.1945098039,0.1362745098,7.882352941,0.6588235294,0.3505882353,0.9576470588,0.5729411765,0.6705882353,0.6376470588,0.1007843137,0.8598039216,0.7876470588,-0.3459797,-0.5782528,6.73875,03_OPT/00/NSGA1_000/DES_00160,1
0.928627451,0.49,0.4392156863,0.454,0.1866666667,0.1252941176,6.070588235,0.5741176471,0.3976470588,0.9134117647,0.5729411765,0.5774509804,0.7023529412,0.1054901961,0.8647058824,0.8282352941,-0.530179,-0.2971248,7.05007,03_OPT/00/NSGA1_000/DES_00161,1
0.8725490196,0.412,0.3098039216,0.434,0.1741176471,0.1260784314,1.458823529,0.511372549,0.4635294118,0.9247058824,0.5690196078,0.7041176471,0.5847058824,0.1137254902,0.8568627451,0.7894117647,-0.3012171,-0.5922197,6.77975,03_OPT/00/NSGA1_000/DES_00163,1
0.9311764706,0.462,0.431372549,0.416,0.1803921569,0.1292156863,3.270588235,0.5678431373,0.4447058824,0.9134117647,0.628627451,0.6184313725,0.6823529412,0.1074509804,0.8284313725,0.8147058824,-0.4240849,-0.3804696,6.89955,03_OPT/00/NSGA1_000/DES_00164,1
0.8623529412,0.444,0.2901960784,0.49,0.1458823529,0.1241176471,5.247058824,0.5678431373,0.4517647059,0.8964705882,0.6090196078,0.607254902,0.6282352941,0.1015686275,0.8362745098,0.7947058824,-0.3891044,-0.5487899,6.73316,03_OPT/00/NSGA1_000/DES_00165,1
0.9362745098,0.462,0.4921568627,0.37,0.2258823529,0.1068627451,7.717647059,0.4705882353,0.3670588235,0.9082352941,0.611372549,0.607254902,0.6658823529,0.108627451,0.8666666667,0.8094117647,-0.7911891,-0.5507276,6.9152,03_OPT/00/NSGA1_000/DES_00166,1
0.8750980392,0.45,0.4117647059,0.322,0.2698039216,0.08411764706,7.552941176,0.6368627451,0.44,0.9265882353,0.5478431373,0.5774509804,0.6305882353,0.1054901961,0.8735294118,0.8129411765,-0.8611539,-0.6080008,6.94172,03_OPT/00/NSGA1_000/DES_00167,1
0.9158823529,0.392,0.4647058824,0.5,0.1615686275,0.1205882353,3.6,0.4643137255,0.4776470588,0.92,0.5925490196,0.5811764706,0.7,0.1011764706,0.8598039216,0.7917647059,-0.5076572,-0.432794,6.73535,03_OPT/00/NSGA1_000/DES_00168,1
0.8394117647,0.48,0.368627451,0.428,0.1631372549,0.1154901961,11.50588235,0.5019607843,0.4682352941,0.9214117647,0.5674509804,0.4582352941,0.6623529412,0.1019607843,0.8323529412,0.8005882353,-0.5859932,-0.5493578,6.75436,03_OPT/00/NSGA1_000/DES_00169,1
0.9184313725,0.4,0.4058823529,0.432,0.2211764706,0.1209803922,6.235294118,0.6054901961,0.5035294118,0.9242352941,0.5580392157,0.6445098039,0.6376470588,0.1149019608,0.8137254902,0.8194117647,-0.4591823,-0.4266664,6.93823,03_OPT/00/NSGA1_000/DES_00170,1
0.9158823529,0.442,0.4803921569,0.314,0.2462745098,0.11,4.094117647,0.7466666667,0.36,0.9035294118,0.5752941176,0.3650980392,0.6505882353,0.1047058824,0.8215686275,0.83,-0.6913115,-0.5685808,6.99769,03_OPT/00/NSGA1_000/DES_00171,1
0.8776470588,0.43,0.4254901961,0.394,0.1662745098,0.1162745098,8.870588235,0.6807843137,0.5647058824,0.9185882353,0.5666666667,0.4992156863,0.6847058824,0.1262745098,0.8274509804,0.8176470588,-0.4453416,-0.173949,6.90686,03_OPT/00/NSGA1_000/DES_00172,1
0.9541176471,0.49,0.4470588235,0.394,0.2101960784,0.1288235294,4.258823529,0.4988235294,0.4611764706,0.9176470588,0.5737254902,0.5252941176,0.7164705882,0.102745098,0.8362745098,0.8105882353,-0.5497577,-0.4360169,6.84664,03_OPT/00/NSGA1_000/DES_00173,1
0.9031372549,0.446,0.3745098039,0.392,0.128627451,0.1194117647,2.941176471,0.4737254902,0.4423529412,0.9016470588,0.5698039216,0.588627451,0.6541176471,0.1047058824,0.8882352941,0.8052941176,-0.4059549,-0.5117101,6.91552,03_OPT/00/NSGA1_000/DES_00174,1
0.7935294118,0.384,0.4039215686,0.462,0.2635294118,0.1123529412,9.035294118,0.6807843137,0.3882352941,0.9181176471,0.5752941176,0.6035294118,0.6694117647,0.1105882353,0.8156862745,0.8105882353,-0.774499,-0.5174577,6.8498,03_OPT/00/NSGA1_000/DES_00175,1
0.9184313725,0.49,0.3784313725,0.454,0.1098039216,0.1135294118,-1.670588235,0.5019607843,0.3435294118,0.9016470588,0.5556862745,0.6370588235,0.6258823529,0.1043137255,0.8794117647,0.7817647059,-0.2472811,-0.490316,6.72061,03_OPT/00/NSGA1_000/DES_00176,1
0.8674509804,0.416,0.3490196078,0.47,0.111372549,0.1162745098,-0.6823529412,0.4705882353,0.3952941176,0.9030588235,0.5541176471,0.5141176471,0.6847058824,0.1,0.8862745098,0.7911764706,-0.391876,-0.4577518,6.75803,03_OPT/00/NSGA1_000/DES_00177,1
0.941372549,0.452,0.4784313725,0.392,0.1411764706,0.1088235294,8.705882353,0.6274509804,0.4564705882,0.9143529412,0.5454901961,0.5662745098,0.7094117647,0.1066666667,0.8098039216,0.8058823529,-0.6779197,-0.4388531,6.8045,03_OPT/00/NSGA1_000/DES_00178,1
0.8852941176,0.478,0.4960784314,0.484,0.2023529412,0.1166666667,8.211764706,0.7905882353,0.3858823529,0.9091764706,0.5658823529,0.5811764706,0.68,0.1156862745,0.8647058824,0.8188235294,-0.6577857,-0.3327949,6.98883,03_OPT/00/NSGA1_000/DES_00179,1
